Ascend_angle,Descend_angle_1,Descend_angle_2,Cruise_speed_m_per_s,Trip_distance_m,Cruise_altitude_m,Payload,Wind,Direction,?T-,Long_accel-,Lat_accel-,Jerk-
9,28,25,28,11075,238,975,30,174,1,2,1,1
21,7,4,39,8250,229,1285,17,82,0,0,1,0
29,18,15,47,13099,537,1527,21,109,0,0,0,0
29,29,26,43,20750,985,1600,15,168,1,0,0,0
30,20,17,75,10155,528,1400,28,97,0,3,3,0
11,14,11,71,24023,821,806,13,141,0,0,0,0
22,25,22,83,24047,276,815,24,146,0,1,2,1
6,25,22,53,21085,673,231,2,52,0,2,0,0
30,29,26,50,9915,914,247,29,138,1,0,0,0
10,9,6,85,7197,222,951,15,80,0,1,2,1
26,18,15,23,27366,403,1241,28,109,1,0,0,0
10,12,9,37,24585,555,550,12,83,0,0,0,0
11,27,24,79,6523,786,1658,0,116,0,2,2,0
11,12,9,69,13883,438,21,14,89,0,0,1,0
18,21,18,64,23719,953,965,13,118,0,0,0,0
18,11,8,53,22652,496,471,28,20,0,2,2,0
13,14,11,26,19525,844,1144,4,153,0,0,0,0
13,22,19,43,21918,772,1202,15,9,0,1,1,0
19,13,10,68,9458,774,1869,20,55,0,1,2,0
9,15,12,70,18608,205,933,15,52,0,2,3,2
19,11,8,61,25740,351,1174,23,90,0,0,1,0
20,21,18,23,27439,456,1372,25,138,1,0,0,0
7,10,7,64,6838,774,24,3,73,1,0,0,0
21,10,7,40,20033,812,1747,4,52,0,0,0,0
6,10,7,49,21804,806,73,24,39,0,0,1,0
8,12,9,76,16223,474,548,5,51,0,0,2,0
14,19,16,82,13405,943,220,26,3,0,2,2,1
9,15,12,52,28093,365,1223,17,76,0,0,1,0
15,11,8,47,24794,674,119,23,136,1,0,0,0
14,16,13,71,7988,216,178,0,82,0,1,2,2
29,24,21,62,21018,586,1876,9,153,0,0,2,0
18,29,26,85,9758,593,464,25,10,0,3,3,2
27,18,15,41,7658,541,768,27,76,0,0,0,0
26,24,21,26,28784,554,1138,16,100,0,0,0,0
23,26,23,23,8787,330,1632,11,75,0,0,0,0
21,9,6,23,22830,944,738,11,26,0,0,0,0
26,28,25,45,7047,315,1999,23,157,1,0,0,0
27,24,21,75,6553,806,738,3,162,0,2,3,0
9,20,17,34,24028,685,1226,7,176,0,0,0,0
16,25,22,76,9285,286,439,4,155,0,2,3,2
3,27,24,73,6214,589,148,7,174,1,2,1,0
19,17,14,74,8082,476,969,20,172,0,0,2,0
24,9,6,84,25138,988,840,23,60,0,1,2,0
5,28,25,31,9417,714,1722,24,5,1,2,1,1
9,16,13,53,7946,227,434,5,159,0,1,1,1
7,7,4,78,10174,588,1710,7,24,1,0,0,0
5,20,17,61,26665,259,1669,25,23,0,2,3,2
21,15,12,75,29410,279,1207,1,27,0,2,3,1
3,20,17,55,17216,801,558,2,73,1,0,0,0
15,20,17,83,21264,948,562,29,87,0,1,3,0
20,23,20,24,7946,751,1684,22,91,0,0,0,0
17,22,19,62,28671,200,344,7,106,0,3,2,2
3,13,10,66,17279,911,1982,5,159,1,0,0,0
30,13,10,42,29823,283,1415,17,32,0,2,2,1
26,23,20,36,20529,648,1229,22,130,1,0,0,0
3,28,25,69,16688,559,573,1,132,0,2,2,0
17,22,19,22,25801,833,1857,0,34,0,0,0,0
11,17,14,22,28986,407,460,11,38,0,0,0,0
10,16,13,32,29602,457,448,1,65,0,0,0,0
20,18,15,34,10375,225,1401,15,129,0,0,1,0
26,14,11,44,11864,455,896,20,19,0,2,2,0
23,7,4,53,15537,905,331,9,43,0,0,0,0
22,30,27,79,8987,938,12,10,71,0,2,3,0
5,18,15,38,13899,615,560,17,29,0,1,1,0
9,12,9,53,20827,967,1342,6,6,0,0,0,0
28,8,5,67,24920,378,1530,30,132,0,0,1,0
11,6,3,53,6691,507,1155,10,14,1,0,0,0
25,15,12,58,7661,974,1881,7,97,0,0,0,0
10,28,25,60,11771,604,664,6,126,0,2,1,0
29,27,24,33,15109,684,1831,26,88,0,0,0,0
22,7,4,83,27265,547,1205,7,42,0,1,1,0
28,26,23,26,6589,541,1832,6,25,0,0,0,0
21,27,24,69,10482,206,237,30,89,0,3,3,2
23,17,14,40,12734,350,752,28,46,0,3,2,0
26,24,21,23,17808,615,1621,30,116,1,0,0,0
16,16,13,39,20070,997,1937,14,131,0,0,0,0
7,25,22,41,10212,556,245,24,73,0,2,1,0
21,8,5,59,16257,615,1786,2,115,0,0,1,0
11,12,9,71,7454,540,1822,25,89,0,0,0,0
29,14,11,54,18124,932,235,21,106,0,0,0,0
19,24,21,58,11023,651,923,3,121,0,2,0,0
29,8,5,65,23229,265,327,28,88,0,1,2,0
23,12,9,30,13257,792,79,5,73,0,0,0,0
20,25,22,55,19685,563,1337,30,89,0,2,1,0
22,15,12,40,17338,920,1137,1,166,0,0,0,0
17,6,3,84,26705,503,835,3,163,0,0,1,0
25,27,24,56,18707,438,1384,20,108,0,1,2,0
19,16,13,75,14483,321,1130,22,109,0,1,2,0
27,24,21,76,13295,823,1144,6,124,0,2,3,0
7,22,19,42,20068,976,466,30,27,0,2,1,1
21,25,22,69,15215,752,1402,11,128,0,2,1,0
26,15,12,37,24627,321,1036,5,133,0,0,0,0
5,16,13,59,19609,955,367,3,79,0,0,0,0
6,9,6,42,19320,274,1510,1,137,0,0,0,0
29,19,16,37,27108,451,1900,22,42,0,3,2,0
30,13,10,44,22554,755,210,5,50,0,0,0,0
15,24,21,56,8350,328,1128,24,127,0,0,1,0
29,29,26,58,26782,839,1708,19,141,0,0,0,0
18,26,23,50,26780,819,1766,7,168,0,0,0,0
13,29,26,24,17432,598,1500,11,94,0,0,0,0
14,27,24,85,7376,389,153,5,37,0,2,3,2
21,16,13,26,6485,362,1578,3,89,0,0,0,0
18,21,18,44,11440,568,1897,26,57,0,2,1,0
3,17,14,79,23733,867,651,2,135,0,1,1,0
8,14,11,43,23337,499,654,9,108,0,0,0,0
11,15,12,38,19753,803,1565,0,70,0,0,0,0
3,19,16,32,21153,962,924,30,78,1,0,0,0
13,25,22,31,6148,868,1134,2,48,0,0,0,0
8,21,18,58,10776,459,457,6,7,0,2,2,0
8,22,19,47,13020,981,1553,8,149,0,0,0,0
8,21,18,30,27640,679,1908,29,178,1,0,0,0
10,22,19,82,27064,441,1191,11,100,0,2,3,0
30,15,12,77,10555,911,1531,8,77,0,1,2,0
30,13,10,67,11487,781,608,10,104,0,1,1,0
26,7,4,66,8025,307,772,4,93,0,1,1,0
25,29,26,52,21100,558,1183,23,118,0,0,0,0
19,7,4,41,25807,941,319,30,108,0,0,0,0
29,28,25,28,21352,281,1503,2,149,0,1,1,0
18,17,14,66,15763,854,105,25,163,1,0,0,0
19,13,10,83,26289,224,203,19,104,0,2,2,1
6,11,8,58,27376,880,577,29,173,1,0,0,0
5,17,14,47,17463,960,1151,6,26,0,0,0,0
9,29,26,30,7791,461,1344,24,108,0,0,0,0
4,16,13,34,28389,392,1460,18,103,0,0,0,0
30,22,19,35,10863,722,241,25,24,0,3,1,1
6,26,23,55,27203,404,712,19,158,0,0,1,0
9,23,20,43,17983,319,1721,2,19,0,1,1,0
5,10,7,29,6088,659,131,19,24,1,0,0,0
30,14,11,64,21048,585,479,7,19,0,1,2,0
30,16,13,22,29938,475,607,25,54,0,1,0,0
11,23,20,29,19955,378,1498,24,38,0,2,1,0
9,14,11,70,15583,355,953,21,124,0,0,1,0
26,12,9,36,20848,282,1025,12,24,0,1,1,0
5,19,16,71,6218,846,1144,27,163,1,0,0,0
8,27,24,61,24407,509,108,14,144,0,1,1,0
28,30,27,29,27679,367,1820,8,126,0,0,0,0
7,13,10,46,24645,644,1634,8,76,0,0,0,0
29,27,24,62,18184,879,716,13,70,0,3,2,0
25,21,18,38,21943,470,980,5,104,0,0,0,0
17,27,24,82,25847,946,1248,8,171,0,2,2,0
10,20,17,56,11617,455,796,30,121,0,0,0,0
12,24,21,57,22381,918,829,11,155,0,0,0,0
15,20,17,58,14060,694,1161,28,180,1,0,0,0
16,30,27,27,28728,329,1831,30,22,0,3,1,2
14,15,12,59,8146,804,752,17,121,0,0,0,0
14,6,3,68,7529,295,1746,10,164,0,0,1,0
26,16,13,60,28198,905,1099,23,28,0,2,2,0
17,15,12,38,29874,884,910,22,173,1,0,0,0
18,24,21,73,10266,733,1459,26,4,0,3,3,1
13,22,19,35,22761,778,231,6,49,0,0,0,0
14,12,9,23,11661,460,1887,4,88,0,0,0,0
11,10,7,59,6269,470,1945,15,7,0,0,2,0
6,27,24,83,11553,506,1500,17,104,0,2,2,1
19,7,4,38,23901,700,1770,7,92,0,0,0,0
12,12,9,40,27105,960,368,11,69,0,0,0,0
14,22,19,42,8359,285,263,20,109,0,0,1,0
24,29,26,65,20934,942,916,13,77,0,2,3,0
22,23,20,66,17234,352,1074,20,143,0,1,2,0
28,9,6,78,22260,320,1859,1,9,0,1,2,0
12,28,25,65,22863,418,182,0,153,0,2,3,1
10,27,24,46,8024,316,1623,11,21,0,2,2,1
16,15,12,46,28007,364,990,14,104,0,0,0,0
9,12,9,64,8349,537,945,17,66,0,0,0,0
8,20,17,33,21772,322,1029,12,98,0,0,0,0
29,18,15,36,18388,612,4,19,81,0,0,0,0
3,20,17,31,27977,747,306,13,69,0,0,0,0
14,18,15,55,19236,521,1191,28,28,0,2,2,1
9,12,9,22,22364,480,1178,24,82,0,0,0,0
9,10,7,38,6475,384,754,2,60,0,0,0,0
19,27,24,45,12738,242,1538,30,16,0,3,3,2
12,6,3,69,19720,405,571,17,75,0,0,1,0
23,29,26,70,19269,472,1004,28,174,1,0,1,0
8,15,12,52,20427,729,1912,28,106,0,0,0,0
23,8,5,48,6480,452,1838,20,5,0,1,2,0
7,24,21,83,25760,542,423,20,110,0,2,2,0
9,23,20,35,14535,745,242,22,152,1,0,0,0
10,12,9,47,13581,786,177,3,109,0,0,0,0
14,21,18,50,20938,349,310,26,45,0,2,3,1
21,7,4,53,12211,928,911,25,85,1,0,0,0
18,6,3,46,24927,864,1259,20,180,1,0,0,0
9,29,26,29,11201,766,731,21,151,1,0,0,0
9,30,27,26,11829,800,1515,27,52,0,2,1,1
11,27,24,53,16751,399,1222,5,105,0,2,1,0
12,10,7,23,23021,452,1526,25,108,0,0,0,0
18,30,27,61,22869,277,1171,22,152,0,1,1,1
11,9,6,41,9147,668,1837,29,24,1,0,1,0
6,25,22,79,23032,281,1007,28,110,0,2,1,2
26,14,11,29,12037,901,305,6,49,0,0,0,0
12,19,16,31,22880,845,1696,12,15,0,1,0,0
16,29,26,86,29702,843,1238,18,56,0,2,3,1
25,10,7,27,17565,481,460,15,77,0,0,0,0
17,13,10,52,21250,498,889,30,83,0,0,0,0
10,13,10,23,24485,340,1844,27,79,0,0,0,0
19,28,25,61,12291,805,1962,20,132,0,0,0,0
13,26,23,40,9966,324,1654,30,83,0,2,1,0
25,22,19,67,7381,400,705,10,50,0,3,3,1
11,27,24,47,14073,789,1185,25,80,0,2,1,0
15,7,4,40,14798,775,1997,1,104,0,0,0,0
12,10,7,68,7527,382,1425,16,173,0,0,0,0
3,28,25,78,8124,681,1501,17,117,1,2,2,0
3,9,6,85,18320,954,971,0,135,1,0,0,0
24,22,19,34,11141,447,333,14,71,0,0,0,0
16,27,24,28,12349,452,103,14,44,0,2,1,0
15,8,5,67,13169,318,246,27,119,0,0,1,0
11,12,9,82,15166,825,945,20,24,0,1,2,0
26,21,18,29,17435,865,1001,6,72,0,0,0,0
12,15,12,25,15642,201,22,30,158,1,0,0,0
8,24,21,26,13590,399,1690,2,11,0,0,0,0
26,21,18,33,11243,785,82,11,18,0,1,1,0
28,24,21,36,7184,601,474,23,162,1,0,0,0
26,13,10,59,17641,670,1608,29,105,0,0,0,0
26,16,13,48,20238,629,786,15,144,0,0,0,0
27,19,16,46,11523,793,1139,18,126,0,0,0,0
6,17,14,45,17634,567,1782,30,91,0,0,0,0
18,16,13,47,15074,546,817,4,21,0,0,0,0
10,12,9,37,22133,334,959,19,25,0,0,1,0
23,12,9,49,26207,880,1012,19,127,0,0,0,0
30,20,17,25,13999,811,1116,23,75,0,0,0,0
9,18,15,59,19635,438,1186,14,148,0,0,0,0
15,8,5,49,26997,244,485,4,148,0,0,1,0
7,22,19,60,9496,658,1483,24,102,0,0,0,0
3,7,4,42,11719,241,1222,16,122,0,0,0,0
25,9,6,32,24851,296,585,7,64,0,0,0,0
22,14,11,51,14170,477,135,27,154,1,0,0,0
4,7,4,24,20441,485,610,3,46,0,0,0,0
13,11,8,82,20575,467,1257,13,174,0,0,1,0
24,11,8,67,12113,454,1088,25,159,1,0,0,0
26,28,25,39,26613,361,521,23,63,0,3,3,1
26,26,23,70,18105,999,1002,20,135,0,0,0,0
7,28,25,56,21461,873,1195,17,112,0,0,0,0
21,22,19,44,27893,807,1865,28,9,0,3,1,1
13,29,26,82,29328,350,404,24,20,0,3,3,2
25,27,24,33,10249,706,111,29,37,0,3,1,1
22,17,14,53,11224,817,1113,15,2,0,1,2,0
22,18,15,57,9485,851,1484,5,179,0,0,0,0
26,23,20,86,19259,952,347,6,19,0,3,3,0
30,19,16,26,24802,842,1640,8,37,0,0,0,0
6,20,17,79,19826,426,1148,23,2,0,2,3,2
26,21,18,49,14412,868,573,5,53,0,1,0,0
25,22,19,70,28658,388,707,15,14,0,3,3,1
10,29,26,59,9560,831,1585,6,3,0,2,1,0
3,6,3,59,23211,525,989,21,19,0,0,0,0
13,24,21,31,10819,475,952,11,86,0,0,0,0
13,16,13,24,27291,264,1737,27,120,1,0,0,0
7,24,21,59,15170,864,1420,29,180,1,0,0,0
24,16,13,63,11524,670,1123,4,135,0,0,1,0
15,16,13,71,13670,608,1843,5,173,0,0,0,0
24,28,25,86,18632,405,1174,26,15,0,3,3,3
12,26,23,72,27954,496,1840,20,131,0,1,1,0
24,12,9,69,10296,818,821,15,160,0,0,0,0
26,17,14,30,15385,737,879,12,82,0,0,0,0
22,21,18,37,28344,278,1218,21,178,1,0,0,0
27,28,25,32,22037,959,598,22,169,1,0,0,0
25,18,15,35,9676,815,645,20,117,0,0,0,0
4,27,24,80,17976,854,633,29,96,0,2,2,0
24,16,13,71,15405,767,1382,27,121,0,0,0,0
15,27,24,63,26339,253,1643,1,53,0,2,3,2
6,30,27,42,9386,916,1910,23,76,1,2,1,0
28,24,21,71,11380,341,1628,15,75,0,3,3,1
26,30,27,30,20555,697,1395,10,162,0,0,0,0
3,23,20,84,9517,608,848,16,84,1,2,2,0
29,13,10,47,28694,593,250,14,93,0,0,0,0
13,15,12,54,14945,906,1795,24,170,1,0,0,0
14,22,19,71,18713,731,1791,4,131,0,2,2,0
25,24,21,22,20914,341,580,1,153,0,0,0,0
23,24,21,78,17100,377,1284,2,146,0,3,3,1
13,12,9,58,26950,441,155,25,109,0,0,0,0
24,11,8,53,16372,589,1146,1,7,0,0,1,0
27,19,16,67,24052,745,357,7,167,0,0,1,0
23,26,23,48,21078,405,1330,29,21,0,3,3,2
29,21,18,31,23867,925,1277,4,45,0,0,0,0
30,8,5,52,9248,999,9,15,147,1,0,0,0
22,9,6,75,21025,510,1194,15,67,0,1,1,0
25,11,8,28,19256,762,534,21,99,0,0,0,0
16,22,19,78,14083,379,1798,29,21,0,3,3,2
29,29,26,78,26791,874,1435,16,20,0,3,3,1
21,9,6,22,12738,837,1623,19,28,0,0,0,0
15,29,26,67,11944,934,1977,13,95,0,2,2,0
27,13,10,50,29950,650,1045,20,169,1,0,0,0
19,24,21,58,14876,932,1962,9,46,0,1,1,0
5,21,18,48,19931,217,660,10,78,0,1,1,2
13,8,5,57,15118,363,1498,8,179,0,0,0,0
5,20,17,36,19827,497,68,24,162,1,0,0,0
27,19,16,61,22744,794,1418,26,176,1,0,0,0
21,29,26,31,10557,791,1514,1,106,0,0,0,0
4,11,8,55,23990,899,1555,16,8,0,0,1,0
15,13,10,73,23278,784,1443,5,105,0,0,0,0
29,29,26,79,24501,392,1094,8,61,0,3,3,2
3,30,27,33,11589,441,1610,27,98,0,0,0,0
10,24,21,55,15997,947,1003,30,179,1,0,0,0
22,8,5,48,11374,820,1660,24,10,0,1,2,0
18,24,21,30,28164,772,328,13,55,0,1,0,0
23,11,8,54,25645,588,289,8,156,0,0,0,0
30,10,7,63,19201,796,570,13,31,0,1,2,0
9,17,14,27,9657,711,797,12,161,1,0,0,0
5,15,12,50,28193,981,1043,7,166,0,0,0,0
22,8,5,80,15853,896,1146,30,136,0,0,0,0
3,30,27,23,17487,355,1170,13,122,0,0,0,0
22,8,5,73,28381,559,102,7,25,0,1,1,0
21,6,3,48,18835,571,958,7,179,0,0,0,0
26,29,26,44,9813,877,1891,3,141,0,0,0,0
5,26,23,40,25815,809,137,0,93,0,0,0,0
15,14,11,76,22465,693,1857,12,49,0,1,2,0
9,11,8,72,13528,459,1082,8,90,0,0,0,0
3,14,11,63,18508,353,1445,13,76,0,1,1,0
9,25,22,22,19837,573,951,5,60,0,0,0,0
18,13,10,67,8096,498,1199,24,60,0,2,2,0
20,9,6,78,16654,708,64,7,152,0,0,1,0
28,17,14,56,16524,772,1272,6,44,0,0,1,0
19,20,17,38,16820,991,1309,24,130,1,0,0,0
3,26,23,79,16204,330,1039,1,141,0,2,2,2
21,18,15,82,17814,336,796,17,33,0,3,3,1
19,6,3,52,15380,792,959,5,55,1,0,0,0
24,29,26,58,19553,563,1218,21,51,0,3,3,2
7,19,16,24,9312,566,1193,4,158,0,0,0,0
30,16,13,53,21191,971,752,30,133,1,0,0,0
18,27,24,44,14294,729,24,26,6,0,2,1,1
16,28,25,30,25056,678,1724,4,139,0,0,0,0
29,15,12,52,20110,888,310,10,45,0,0,1,0
26,25,22,31,27369,473,892,23,68,0,2,0,0
9,17,14,82,18059,987,51,24,136,0,0,0,0
26,17,14,82,25309,213,573,22,73,0,3,3,3
15,24,21,47,21683,255,278,30,17,0,3,3,2
18,6,3,33,9398,380,32,19,12,0,0,0,0
16,20,17,86,18614,254,565,13,21,0,3,3,2
7,15,12,63,28714,537,368,7,23,0,1,1,0
19,19,16,54,20517,475,416,18,4,0,3,3,0
22,10,7,68,27500,258,891,23,165,0,0,2,0
30,16,13,33,23007,508,1290,11,176,0,0,0,0
4,27,24,71,29518,293,1014,9,80,0,2,2,2
4,22,19,72,24197,201,1041,4,87,0,2,2,2
8,26,23,69,21964,503,639,22,175,0,0,1,0
9,18,15,84,19124,546,496,3,79,0,2,3,0
17,20,17,60,19139,580,781,28,62,0,2,3,0
24,16,13,31,10128,373,1153,18,14,0,3,2,0
10,8,5,59,14326,538,940,12,103,0,0,0,0
18,18,15,76,11939,805,509,6,82,0,1,2,0
10,21,18,84,22208,574,1940,6,53,0,2,3,0
21,30,27,62,17392,490,1622,26,170,1,0,0,0
16,6,3,50,11970,253,604,11,111,0,0,1,0
22,25,22,33,23740,637,815,26,161,1,0,0,0
12,24,21,61,26650,992,325,6,106,0,1,0,0
25,19,16,75,28233,642,1237,14,96,0,3,3,0
11,29,26,45,6604,752,1660,20,4,0,2,1,1
3,13,10,23,19339,347,1618,9,133,0,0,0,0
16,21,18,37,25002,582,1478,19,97,0,0,0,0
24,9,6,35,7456,269,203,10,125,0,0,0,0
3,11,8,51,24581,422,1967,28,164,1,0,0,0
29,8,5,27,20447,768,1414,13,45,0,0,0,0
21,6,3,61,7772,943,868,3,38,1,0,0,0
29,6,3,72,18832,629,1355,7,37,0,1,1,0
16,29,26,53,20578,506,61,6,99,0,2,1,0
9,25,22,36,16858,553,569,6,82,0,0,0,0
29,11,8,68,21934,780,137,16,90,0,1,1,0
4,17,14,70,11054,992,767,29,155,1,0,0,0
21,30,27,69,22783,343,410,7,109,0,3,3,2
25,30,27,41,20699,842,441,10,81,0,1,0,0
30,19,16,80,18922,962,409,13,9,0,3,2,1
8,29,26,66,20092,746,1913,1,130,0,2,2,0
12,25,22,24,27254,995,1033,7,159,0,0,0,0
4,22,19,70,23047,888,723,11,82,0,1,1,0
12,22,19,86,7266,336,1897,20,159,0,1,2,1
29,25,22,82,27819,384,1633,10,178,0,3,2,1
16,13,10,23,24451,364,798,10,126,0,0,0,0
16,8,5,38,28878,369,1621,4,112,0,0,0,0
28,15,12,73,25368,798,1796,11,135,0,0,1,0
15,15,12,54,28573,559,1768,10,6,0,1,1,0
3,9,6,75,13879,934,1866,6,119,1,0,0,0
18,25,22,32,19330,204,871,21,120,0,0,1,0
23,29,26,41,23685,568,682,30,146,1,0,0,0
4,14,11,56,12875,527,880,23,124,0,0,0,0
20,30,27,32,24426,512,1867,6,86,0,0,0,0
24,21,18,32,11676,638,334,8,54,0,0,0,0
17,24,21,32,16503,349,879,26,12,0,3,1,2
11,13,10,78,8381,900,874,2,142,1,0,0,0
14,6,3,69,26040,594,274,13,56,0,0,1,0
21,16,13,66,28048,594,1202,4,133,0,0,1,0
3,28,25,58,19506,391,548,24,101,0,2,1,0
12,25,22,30,24812,291,1528,1,43,0,1,0,0
3,28,25,53,6852,587,1061,0,97,1,2,2,0
5,16,13,44,27559,517,87,17,87,0,0,0,0
25,20,17,82,26756,767,1858,5,136,0,2,3,0
30,17,14,77,21281,229,635,12,7,0,3,3,3
21,13,10,79,7481,824,100,1,111,0,0,1,0
9,19,16,59,27149,1000,1548,7,139,0,0,0,0
22,21,18,80,18417,717,1811,29,142,0,0,0,0
24,6,3,58,24007,616,1035,28,59,0,1,1,0
24,16,13,22,18129,496,581,24,47,0,0,0,0
26,24,21,56,28794,709,1819,19,137,0,0,0,0
6,14,11,76,12872,591,1925,23,66,0,1,2,0
16,13,10,32,9814,785,1763,29,8,0,1,1,0
13,19,16,32,24411,216,1706,16,46,0,2,1,1
8,25,22,75,13209,942,1040,6,63,0,2,2,0
24,7,4,40,20990,942,245,27,79,0,0,0,0
30,24,21,40,23820,488,1809,26,132,1,0,0,0
28,12,9,71,26059,233,74,16,146,0,1,2,0
23,30,27,56,25653,348,1920,30,33,0,3,3,2
7,25,22,77,23472,325,0,17,43,0,2,3,2
24,6,3,59,18209,418,865,0,106,0,1,1,0
17,10,7,50,17965,703,214,3,72,0,0,0,0
15,14,11,53,15857,574,1960,22,129,0,0,0,0
3,20,17,76,17832,539,973,11,180,0,0,1,0
16,25,22,53,15058,481,555,22,177,1,0,0,0
25,9,6,76,24424,523,685,24,116,0,0,1,0
22,19,16,49,28129,892,65,6,13,0,1,0,0
23,28,25,33,29024,375,1487,7,3,0,2,0,0
29,11,8,39,17911,385,605,14,127,0,0,0,0
22,16,13,24,26191,524,1671,2,102,0,0,0,0
25,6,3,41,18565,211,1924,25,165,1,0,0,0
16,9,6,79,25204,749,1714,15,88,0,0,1,0
7,15,12,23,28541,219,694,25,164,1,0,0,0
15,23,20,52,10431,317,1185,16,128,0,1,1,0
7,24,21,45,7380,424,1975,17,75,0,2,1,0
16,24,21,78,19411,436,206,24,146,0,1,2,0
7,9,6,42,16286,800,953,22,160,1,0,0,0
30,25,22,33,11247,642,544,4,22,0,0,0,0
9,23,20,37,11718,828,1870,26,129,1,0,0,0
18,29,26,70,27898,948,1940,10,128,0,2,1,0
29,19,16,75,20772,280,1768,4,1,0,3,3,3
27,26,23,47,8534,556,669,15,61,0,3,2,0
27,17,14,44,16951,414,622,27,95,0,0,1,0
7,10,7,34,22385,375,1119,18,135,1,0,0,0
10,20,17,51,19236,460,1473,17,115,0,0,0,0
19,28,25,28,15613,925,1517,19,54,0,1,1,0
21,9,6,38,18988,322,1796,15,14,0,1,1,0
10,13,10,25,7537,284,39,1,119,0,0,0,0
5,29,26,79,15560,602,195,27,159,0,0,1,0
8,15,12,30,18786,207,839,5,33,0,1,1,0
7,23,20,46,14643,253,360,0,128,0,1,1,1
20,26,23,35,14435,984,768,11,128,0,0,0,0
19,9,6,23,8742,920,386,9,171,1,0,0,0
17,13,10,31,26774,288,901,16,141,1,0,0,0
11,30,27,52,9066,624,894,4,132,0,2,1,0
8,7,4,71,9266,603,1174,28,89,1,0,0,0
23,15,12,77,8644,385,1917,30,19,0,3,3,2
24,26,23,66,28335,703,1628,21,159,0,0,0,0
18,20,17,33,12184,855,453,9,137,0,0,0,0
7,7,4,25,14162,811,999,19,161,1,0,0,0
30,10,7,49,28501,709,1709,2,110,0,0,0,0
30,27,24,85,13843,561,1931,9,150,0,3,3,0
28,9,6,86,19743,315,1647,30,126,0,1,2,0
23,28,25,69,15940,368,1771,12,56,0,3,3,2
20,8,5,28,20614,293,484,22,137,1,0,0,0
6,26,23,60,18266,788,875,21,108,0,0,0,0
12,9,6,35,27528,836,335,13,5,0,0,0,0
15,20,17,63,23403,665,1912,25,101,0,0,0,0
5,22,19,30,14130,964,1177,12,73,0,0,0,0
16,25,22,65,20198,211,222,23,176,1,1,2,1
4,25,22,85,10325,852,674,14,81,1,2,2,0
26,25,22,75,22225,322,1423,24,105,0,3,2,2
18,14,11,33,18571,668,1987,9,133,0,0,0,0
23,15,12,37,18667,441,463,28,76,0,0,0,0
14,30,27,35,12182,212,1601,25,4,0,3,3,2
28,21,18,34,11996,380,373,17,25,0,3,2,0
21,26,23,59,18379,860,1139,1,17,0,2,1,0
15,24,21,37,23324,847,408,2,67,0,0,0,0
16,6,3,76,7594,410,35,9,24,1,1,1,1
4,29,26,32,21010,972,37,27,93,0,0,0,0
27,10,7,44,22850,470,78,11,78,0,0,1,0
18,20,17,43,15411,899,1627,28,12,0,2,1,1
3,21,18,26,6207,616,1224,15,3,1,1,1,0
9,9,6,78,27602,876,1722,8,149,0,0,0,0
20,17,14,80,7209,417,1994,24,99,0,1,2,0
4,20,17,80,16130,474,1843,15,124,0,1,1,0
13,25,22,84,20536,555,1009,30,9,0,3,3,2
21,26,23,42,29741,729,1662,9,129,0,0,0,0
20,29,26,62,18757,663,617,3,157,0,2,2,0
25,24,21,54,14264,224,1641,21,95,0,2,2,2
18,30,27,26,14845,421,1031,0,153,0,0,0,0
25,19,16,75,20344,704,1331,9,127,0,0,2,0
9,16,13,59,17776,973,1426,26,139,0,0,0,0
15,29,26,77,11759,526,1210,27,102,0,2,3,0
17,14,11,81,17121,917,246,27,31,0,1,2,1
30,29,26,63,22185,662,1924,14,78,0,3,3,0
11,10,7,58,9297,837,1688,9,40,1,0,0,0
11,17,14,27,12532,292,252,29,19,0,2,1,0
14,19,16,83,24149,296,742,1,118,0,2,3,2
23,6,3,46,12445,657,1544,1,118,1,0,0,0
4,26,23,84,8363,931,1213,21,147,1,0,1,0
15,18,15,35,24689,721,1141,27,25,0,1,1,0
30,23,20,55,19179,921,886,27,123,0,0,0,0
7,28,25,31,23508,776,1197,20,42,0,2,1,1
17,29,26,62,27424,869,173,0,26,0,2,1,0
12,21,18,22,25623,822,1062,15,29,0,1,0,0
24,12,9,41,9664,529,283,28,18,0,2,2,0
29,18,15,82,17752,506,882,4,51,0,3,3,0
13,26,23,25,7482,783,724,16,16,0,1,1,0
30,30,27,61,6731,805,1498,27,173,1,0,0,0
28,27,24,36,10156,873,1920,13,165,1,0,0,0
5,15,12,33,21090,326,1801,30,32,0,2,1,0
4,23,20,55,13322,387,910,19,2,0,2,2,1
22,15,12,37,25123,856,951,27,2,0,1,1,0
12,28,25,69,10349,243,739,30,67,0,2,3,2
17,30,27,71,27417,878,506,0,9,0,2,2,0
22,8,5,76,10397,874,1333,10,103,1,0,1,0
9,9,6,66,18922,312,892,2,67,0,0,2,0
3,26,23,43,28119,442,1161,29,54,0,2,2,0
9,20,17,48,17480,574,433,25,123,0,0,0,0
13,11,8,86,21071,242,1754,14,49,0,3,3,1
14,19,16,54,23080,939,927,2,21,0,0,0,0
6,13,10,44,8575,743,234,24,113,1,0,0,0
14,10,7,84,11987,562,736,0,36,0,0,1,0
22,20,17,50,7721,622,1254,12,78,0,0,0,0
7,23,20,26,28076,579,814,20,101,0,0,0,0
28,17,14,29,9092,920,1934,28,157,1,0,0,0
